facebook_corpus_msr_1351216,"
“गाय को पवित्र माने जाने से पहले गाय को मारा जाता था. उन्होंने हिन्दू धर्मशास्त्रों के विख्यात विद्वान पीवी काणे का हवाला दिया. काणे ने लिखा है, ऐसा नहीं है कि वैदिक काल में गाय पवित्र नहीं थी, लेकिन उसकी पवित्रता के कारण ही बाजसनेई संहिता में कहा गया कि गोमांस को खाया जाना चाहिए.” (मराठी में धर्म शास्त्र विचार, पृष्ठ-180). ”
",Non Aggressive,"
- 
"
facebook_corpus_msr_1351217,"
“अंबेडकर ने लिखा है, “ऋगवेद काल के आर्य खाने के लिए गाय को मारा करते थे, जो खुद ऋगवेद से ही स्पष्ट है.” ऋगवेद में (10. 86.14) में इंद्र कहते हैं, “उन्होंने एक बार 5 से ज़्यादा बैल पकाए’. ऋगवेद (10. 91.14) कहता है कि अग्नि के लिए घोड़े, बैल, सांड, बांझ गायों और भेड़ों की बलि दी गई. ऋगवेद (10. 72.6) से ऐसा लगता है कि गाय को तलवार या कुल्हाड़ी से मारा जाता था.””
",Non Aggressive,"
- 
"
facebook_corpus_msr_1351218,"
“तैत्रीय ब्राह्मण में बताई गई कामयेष्टियों में न सिर्फ़ बैल और गाय की बलि का उल्लेख है बल्कि यह भी बताया गया है कि किस देवता को किस तरह के बैल या गाय की बलि दी जानी चाहिए.” वो लिखते हैं, “विष्णु को बलि चढ़ाने के लिए बौना बैल, वृत्रासुर के संहारक के रूप में इंद्र को लटकते सींग वाले और माथे पर चमक वाले सांड, पुशन के लिए काली गाय, रुद्र के लिए लाल गाय आदि.” “तैत्रीय ब्राह्मण में एक और बलि का उल्लेख है जिसे पंचस्रदीय-सेवा बताया गया है. इसका सबसे महत्वपूर्ण तत्व है, पांच साल के बगैर कूबड़ वाले 17 बौने बैलों का बलिदान और जितनी चाहें उतनी तीन साल की बौनी बछियों का बलिदान.””
",Non Aggressive,"
- 
"
facebook_corpus_msr_1351219,"
आप पड़ ले वेद भी और पुराण भी फिर बात करें।
",Covertly Aggressive,"
General Non-threatening Aggression 
"
facebook_corpus_msr_1351220,"
साहित्य पुरुस्कारो को लौटाने पर कवि की रचना ___ हैं साहित्य मनीषी या फिर अपने हित के आदी हैं। राजघरानो के चमचे हैं,वैचारिक उन्मादी हैं।। दिल्ली दानव सी लगती है,जन्नत लगे कराची है। जिनकी कलम तवायफ़ बनकर दरबारों में नाची है।। डेढ़ साल में जिनको लगने लगा देश दंगाई है। पहली बार देश के अंदर नफरत दी दिखलायी है।। पहली बार दिखी हैं लाशें पहली बार बवाल हुए। पहली बार मरा है मोमिन पहली बार सवाल हुए।। नेहरू से नरसिम्हा तक भारत में शांति अनूठी थी । पहली बार खुली हैं आँखे,अब तक शायद फूटी थीं।। एक नयनतारा है जिसके नैना आज उदास हुए। जिसके मामा लाल जवाहर,जिसके रुतबे ख़ास हुए।। पच्चासी में पुरस्कार मिलते ही अम्बर झूल गयी। रकम दबा सरकारी,चौरासी के दंगे भूल गयी।। भुल्लर बड़े भुलक्कड़ निकले,व्यस्त रहे रंगरलियों में। मरते पंडित नज़र न आये काश्मीर की गलियों में।। अब अशोक जी शोक करे हैं,बिसहाडा के पंगो पर। आँखे इनकी नही खुली थी भागलपुर के दंगो पर।। आज दादरी की घटना पर सब के सब ही रोये हैं। जली गोधरा ट्रेन मगर तब चादर ताने सोये हैं।। छाती सारे पीट रहे हैं अखलाकों की चोटों पर। कायर बनकर मौन रहे जो दाऊद के विस्फोटों पर।। ना तो कवि,ना कथाकार,ना कोई शायर लगते हैं। मुझको ये आनंद भवन के नौकर चाकर लगते हैं।। दिनकर,प्रेमचंद,भूषण की जो चरणों की धूल नही। इनको कह दूं कलमकार,कर सकता ऐसी भूल नही।। चाटुकार,मौका परस्त हैं,कलम गहे खलनायक हैं। सरस्वती के पुत्र नही हैं,साहित्यिक नालायक हैं ।।
",Overtly Aggressive,"
Political Aggression 
"
facebook_corpus_msr_1351221,"
बलात्कारियो की क्या सजा हे वेद में ये तो बता दो गधो
",Overtly Aggressive,"
Communal Aggression 
"
facebook_corpus_msr_1351222,"
Bakra khaane me kya fayda hai yeh tum bata do aur maans me protein jyada hai to insaan ka bhi Khao maar ke use
",Overtly Aggressive,"
Communal Aggression 
"
facebook_corpus_msr_1351223,"
बकरा तो बहोत से नॉन मुस्लिम भी खाते हे  ये सवाल आप उनसे पूछो भाई
",Covertly Aggressive,"
Communal Aggression 
"
facebook_corpus_msr_1351224,"
#ISIS कहती है इस्लाम खतरे मे हैं #RSS कहती है हिन्दु धर्म खतरे मे मे है जबकी सच्चाई यह है की इन दोनो पापी संगठनो के वजह से इंसानियत खतरे मे है ।
",Overtly Aggressive,"
Communal Aggression 
"
facebook_corpus_msr_1351225,"
₹न्दितिवि वालों कुरान के सूरा 9.5 में भी बहुत कुछ लिखा  है जरा वो भी चाप दो दल्लों
",Overtly Aggressive,"
Communal Aggression 
"
facebook_corpus_msr_1351226,"
Vedo k anusar Hindu cow maans kha sakte hain..  RSS janta ko fool bana raha hai.
",Overtly Aggressive,"
Communal Aggression 
"
facebook_corpus_msr_1351227,"
Phir to beef export karne walo ko sab se pahle phansi par chadhao .chaddhi walo.
",Overtly Aggressive,"
Communal Aggression 
"
facebook_corpus_msr_1351228,"
Desh k Sambidhan ko nhi manne wale......ab bedo ke anusar desh chlayenge...
",Overtly Aggressive,"
Political Aggression 
"
facebook_corpus_msr_1351229,"
गौ हत्या पर कानून लाओ किसने रोका यह देश संविधान से चलेगा न की वैद और कुरान से तुम सिर्फ भसड़ बजी ही करना ताकि देश का ध्यान महंगाई और दूसरे मुद्दों से हट जाये
",Overtly Aggressive,"
Political Aggression 
"
facebook_corpus_msr_1351230,"
Cow is a beef animal. Rigveda (6/17/1) states that “Indra used to eat the meat of cow, calf, horse & buffalo” Read the excerpt of beef eating in Ancient India found in scriptures. Manusmriti (Chapter 5 / Verse 30) says, “It is not sinful to eat meat of eatable animals, for Brahma has created both the eaters and the eatables.” One of the greatest scholar and propagator of Hinduism Swami Vivekanand says,“You will be surprised to know that according to ancient Hindu rites and rituals, a man cannot be a good Hindu who does not eat beef http://indiaopines.com/beef-ban-hindu-scriptures-maharashtra-politics/
",Covertly Aggressive,"
Communal Aggression 
"
facebook_corpus_msr_1351231,"
Cow ki bali dene per debate hona chahye or is baar tv per hone chahye dr zakir naik
",Covertly Aggressive,"
General Non-threatening Aggression 
"
facebook_corpus_msr_1351232,"
Hahahahahaha RSS PAGAL BHI HAI KYA
",Overtly Aggressive,"
Political Aggression 
"
facebook_corpus_msr_1351233,"
संघ अब भी समाज मे नफरत फैलाने मे लगा है वो अब भी ये झुठ बोल रहा है कि एक 50 साल के आदमी ने अकेले ही एक गाय को मार दिया जिस पर कुछ अंधभक्त यकिन भी करते है अब इन्होने वेदो पर भी झुठ बोलना शुरु कर दिया केई हिन्दु विद्वानो ने कहा है कि प्रचीन काल मे हिन्दु भी गौमाँस खाते थे
",Overtly Aggressive,"
Communal Aggression 
"
facebook_corpus_msr_1351234,"
Andher Nagari Gandu Raja
",Overtly Aggressive,"
Political Aggression 
"
facebook_corpus_msr_1351235,"
Har baar inke banaye hue Jaal mein Phans jaata hai India,  Babri ho, Dadri ho, Beef ho, ya ho Love Jihaad!  Dil mein vinaash, aur Moo par Vikas,  saala Sab Satyanaash.... :(
",Overtly Aggressive,"
Political Aggression 
"
facebook_corpus_msr_1351236,"
Gou mas khany  waly  desho  mai  modi  investment ki  bhikh   kyo  mang  rahy   Sachchy  Hindu   banker  Enka  virodh  karo    Bhuky  Mar  jai gy  lakin  gou mas khany  waly  desho  ko  bharat mai  investment  nahi  kerny  dengy   Un  desho  mai  Hindu  ki jany  per  pratibadh laga  dou   Vedo  mai  likha  hai  bhai   Jaha  gou hatya  hoti  hai  Unsy  rishta  kaisy  rakhy   Haha ha heheheh  pady likhy anpad gawar  sirf  india  mai  milty  hai
",Overtly Aggressive,"
Political Aggression 
"
facebook_corpus_msr_1351237,"
rss ne koi dusra vedh padha hai
",Covertly Aggressive,"
Communal Aggression 
"
facebook_corpus_msr_1351238,"
हमारा एक ही नारा है। <B><FG=B0F00000>""गाय काटने वालो को  फाँसी दे दो सालो को""
",Overtly Aggressive,"
Communal Aggression 
"
facebook_corpus_msr_1351239,"
Desh ved sr nhi calta savidhan he
",Covertly Aggressive,"
Political Aggression 
"
facebook_corpus_msr_1351240,"
Desh na chalao insaaniyat to lao janwar ko maarke khoon baha ke paka ke lhaate ho yeh tumhare allah ko accha lagta hai kya
",Overtly Aggressive,"
Communal Aggression 
"
facebook_corpus_msr_1351241,"
Sochi samji rananiti he magar shekh cili hoga bif me modi bharat ko 1 no bana diya  5. 6 badi kampani ke onar barman he to janvaro ko kon mar raha he bhai sahab jara apne giroban me zakho kinv ki apne gunha PR parade dalke duniya badi jalim lagati he
",Overtly Aggressive,"
Communal Aggression 
"
facebook_corpus_msr_1351242,"
Ved k name bataye kaha likha h
",Non Aggressive,"
- 
"
facebook_corpus_msr_1351243,"
Use padho sab available hai chaar hi to ved hain hindu dharm kehta hai sarve bhavantu sukhinah naaki kaafir ka gyaan deta hai
",Overtly Aggressive,"
Communal Aggression 
"
facebook_corpus_msr_1351244,"
Shame on SANGHI soch....
",Overtly Aggressive,"
Communal Aggression 
"
facebook_corpus_msr_1351245,"
Shame on Muslims koi Indian army kyun nahi jaata 15 Aug ko tiranga nahi fehraata sab desh virodhi tatv ho tum log
",Overtly Aggressive,"
Communal Aggression 
"
facebook_corpus_msr_1351246,"
Here again a SANGHI.... I think do your homework before opening ur mouth..there are 9% muslims in Indian Army Here are some examples so that ur SANGHI soch got shaken IH LAtif was head of Indian Air force, Brigadier Usman, Abdul Hamid,  Captain Hainfuddin, General Maroof Raza, Salman Qureshi, Mohd Sartaj of Dadri, Ismael khan and many more.....
",Overtly Aggressive,"
Communal Aggression 
"
facebook_corpus_msr_1351247,"
In harami ki pillo se pucho jab desh jab bana tha sanvidhan se bana tha ya veed se bana bahut matlab parast log hai saale azadi main yeh nahi kahe the harami log hum gaay khanewale ke saath azadi ke laadai ladeingain  Bhagat singh ne bismill se nahi pucha tha jab Pakistan se ladai ho rahi thi to hawaldaar hameed se nahi pucha gaya tum gaay khanewale kaum hai tum indian army main nahi lad sakte
",Overtly Aggressive,"
Communal Aggression 
"
facebook_corpus_msr_1351248,"
Koi musalmaan army me kyun nhi jaata?
",Covertly Aggressive,"
Communal Aggression 
"
facebook_corpus_msr_1351249,"
kyu ki ye deshdrohi hote hai ye apni maa behn ko ne chodte too ye apni desh ki raksha kya krenge inke nasal hi khrab hai
",Overtly Aggressive,"
Communal Aggression 
"
facebook_corpus_msr_1351250,"
apne bap se puchna kargil me kon jita tha salo tum pith pe hi war kr skte ho hai himt too aage se war kro tb pta chl jayega sale india k 1% log muuuut denge too tumare napak  Pakistan me sunamii aa jayegi
",Overtly Aggressive,"
Communal Aggression 
"
facebook_corpus_msr_1351251,"
RSS KA APNA KHUD KA VED OR KANOON BANA LIYA HAI
",Overtly Aggressive,"
Communal Aggression 
"
facebook_corpus_msr_1351252,"
Vedo mai  nirdosh ki  hatya ki  baary  mai  bhi  likha  hoga or pap  ka  prashchit bhi
",Covertly Aggressive,"
Communal Aggression 
"
facebook_corpus_msr_1351253,"
I think most of these issues are blown out of proportion by the media. I want my Doordarshan days back again.
",Non Aggressive,"
- 
"
facebook_corpus_msr_1351254,"
Vedo me to.or bht kuch likha h wo bhi maanley ye suar to Achah hga  Veda me.likha h  Ikkam baraham dutiya nastey ne nastey nastey kinchan  Meaning     Bhagwan ek hi dusra nahi h  Na nahi h   nahi tanik bhar bhi nahi h  Veda me likha h   Natasya pratima asti Meaning   us bhagwan ki koi v murti nahi h  Ye mano haramiyo
",Overtly Aggressive,"
Communal Aggression 
"
facebook_corpus_msr_1351255,"
https://m.facebook.com/story.php?story_fbid=935278179848764&id=100000997715446&refid=17&_ft_=top_level_post_id.935278179848764%3Atl_objid.935278179848764%3Athid.100000997715446%3A306061129499414%3A2%3A0%3A1446361199%3A-6169488784182271440
",Non Aggressive,"
- 
"
facebook_corpus_msr_1351256,"
It seems like they are keen to copy and show themselves not as softcore, peace advocating hindu. But similar to Shariya, Taliban and aggressive form of Islam. Are we loosing our core values just to the name of having threat from Islam. Are we becoming the one we hate the most. These questions comes frequently to my mind these days.
",Overtly Aggressive,"
Communal Aggression 
"
facebook_corpus_msr_1351257,"
Rss vhp aur sagantan ke log agar veed geeta puran agar padthe tho aisa nahi karthe ayee kutte kabhi padahi nahi aur suna bhi nahi
",Overtly Aggressive,"
Communal Aggression 
"
facebook_corpus_msr_1351258,"
Magar akhlak ne to gao vadh kiya hi ni
",Non Aggressive,"
- 
"
facebook_corpus_msr_1351259,"
HIndu scriptures allowed the eating of meat... Manusmriti (Chapter 5 / Verse 30) says, “It is not sinful to eat meat of eatable animals, for Brahma has created both the eaters and the eatables.” Manusmriti (5 / 35) states: When a man who is properly engaged in a ritual does not eat meat, after his death he will become a sacrificial animal during twenty-one rebirths. Maharishi Yagyavalkya says in Shatpath Brahmin (3/1/2/21) that, “I eat beef because it is very soft and delicious.”  Apastamb Grihsutram (1/3/10) says, “The cow should be slaughtered on the arrival of a guest, on the occasion of ‘Shraddha’ of ancestors and on the occasion of a marriage.”  Rigveda (10/85/13) declares, “On the occasion of a girl’s marriage oxen and cows are slaughtered.”  Rigveda (6/17/1) states that “Indra used to eat the meat of cow, calf, horse and buffalo.”  Vashistha Dharmasutra (11/34) writes, “If a Brahmin refuses to eat the meat offered to him on the occasion of ‘Shraddha’ or worship, he goes to hell.” Also, comments of some great scholars of Hinduism are also worth noting: · Hinduism’s greatest propagator Swami Vivekanand said thus: “You will be surprised to know that according to ancient Hindu rites and rituals, a man cannot be a good Hindu who does not eat beef”. (The Complete Works of Swami Vivekanand, vol.3, p. 536). · Mukandilal writes in his book ‘Cow Slaughter – Horns of a Dilemma’, page 18: “In ancient India, cow-slaughter was considered auspicious on the occasions of some ceremonies. Bride and groom used to sit on the hide of a red ox in front of the ‘Vedi’ (alter).” · A renowned scholar of scriptures Dr. Pandurang Vaman Kane says, “Bajsancyi Samhita sanctifies beef-eating because of its purity”. (Dharmashastra Vichar Marathi, page 180) · Adi Shankaracharya’ commentary on Brihdaranyakopanishad 6/4/18 says : ‘Odan’ (rice) mixed with meat is called ‘Mansodan’. On being asked whose meat it should be, he answers ‘Uksha’. ‘Uksha’ is used for an ox, which is capable to produce seme
",Non Aggressive,"
- 
"
facebook_corpus_msr_1351260,"
Ghanta !!
",Overtly Aggressive,"
Curse/Abuse 
"
facebook_corpus_msr_1351261,"
Muslim mary to pap hy agar hindu mary to o business. koye maykalal bed shy ek refarenc dedy ke bed my beef khana manhy jo hindu isko ignor kary ga uska bap ka thik nahi ek hy ke 2
",Overtly Aggressive,"
Communal Aggression 
"
facebook_corpus_msr_1351262,"
Achhi bat hai bas itna yaad rakhna ....lamho ne khata ki hai shadiyo ne saja payee hai
",Covertly Aggressive,"
General Non-threatening Aggression 
"
facebook_corpus_msr_1351263,"
vedon me vaanprasth ka bhi bidhan hai,to ashok singhal praveen togadiya aur mohan bhagawat kab jaa rahe hai......
",Covertly Aggressive,"
Communal Aggression 
"
facebook_corpus_msr_1351264,"
baat ashta ki nahi vote ki hai ashth ki hoti to chamre ka saman juta belt sab ghar se bahar phek dete ek ne bhi phenka nahi kahan gayee ashtha gaaye hatya ki baat karte ho
",Overtly Aggressive,"
Communal Aggression 
"
facebook_corpus_msr_1351265,"
INDIA #1 BEFF EXPORTER IN THE WORLD TO JO DAILY BEEF EXPORT KE LIYE LAKHON JAANWAR DAILY BASIS PAR KAATA JAATA HE AUR UNSAB KA BLOOD RIVERS ME JAATA HE TO UN FACTORIES KE MALIKON KO BHI MAAR DALO AUR FACTORIES BUND KARWA DO YE LOG PATA NSHIN DESH KO KAHAN LEKAR JAANA CHAHTE HE IS PYARE DESH KI UNNATI KE BARE ME SOCHE NA KI AAPAS ME LADANE KI .THANKS
",Overtly Aggressive,"
Political Aggression 
"
facebook_corpus_msr_1351266,"
desh chalega constitution na ki ved se.mandir ka paisa khana walon sudhar jao.
",Overtly Aggressive,"
Communal Aggression 
"
facebook_corpus_msr_1351267,"
This country will run by constitution not by Veda or any religious book that our four father decided don't ruin diversity and pluralism of this country . For your kind information every one has  believes. Animal life is more important than human life ?
",Covertly Aggressive,"
Political Aggression 
"
facebook_corpus_msr_1351268,"
Saare VED sirf paakhandiyo ne likha hai.
",Overtly Aggressive,"
Communal Aggression 
"
facebook_corpus_msr_1351269,"
क्या मीडिया के पास इस खबर को दिखाने का समय नहीं है, दैनिक भारत छोड़ सब कहाँ है पढ़े इसे, और मीडिया नहीं दिखायेगा, आप देश को बताने में दैनिक भारत का साथ दें ---------- UP के रामपुर (जहाँ से आज़म खान हैं) वहां कुछ जानवर, मुस्लिम के खेत में घुस गए ये जानवर हिन्दू परिवार के थे, जितेंद्र व उसका साथी जब अपने मवेशियों को पकड़ने आया तो मोहम्मद अल्ताफ, उमर तथा मोहम्मद इस्तिकाम व अन्य 2 मुस्लिमो ने जितेंद्र सिंह व् उसके साथी को बुरी तरह मारा और दोनों को घायल कर दिया ---------------- इतने से मुस्लिम समुदाय का जी नहीं भरा, शाम को मुस्लिमो की पूरी भीड़ ने जितेंद्र के घर पर हमला कर दिया मुस्लिम भीड़ ने गोली चलाई जिसमे संजू राठौर नाम का 15 साल का बच्चा मर गया संजू राठौर के पिता महेंद्र राठौर ने बताया की मुस्लिमो को पास की मस्जिद से लाउड स्पीकर पर हिन्दुओ पर हमला करने को कहा गया जिसके बाद शाम को मुस्लिमो की पूरी भीड़ आ गयी और उनके बेटे संजू की हत्या कर दी और गोलियां चलाई ---------- अब मित्रो दादरी पर रोने वाले सेक्युलर , तथा मीडिया इस घटना पर कैसे चुप है हमारे तो समझ नहीं आ रहा, कहाँ गयी मीडिया व सेक्युलरो की मानवता , क्या दादरी के बाद अब रामपुर पर भी डिबेट होगा या नहीं, क्या अब कोई अवार्ड लौटाएगा या नहीं हे हिन्दू तू खामोश मत रह, दादरी पर सेक्युलर, मीडिया तथा मुस्लिमो ने हिन्दू आतंक कहकर कितना रोया है तूने भी देखा है, अब इस घटना को वो मीडिया नहीं दिखा रही, तू शेयर कर , मृतक संजू के परिवार को न्याय मिलने तक शेयर कर मृतक के परिवार को भी 45 लाख, परिवार को सरकारी नौकरी मिलने तक शेयर कर अब देखना है की कौन कौन नेता, जाता है संजू के परिवार से मिलने, हिन्दू शेयर कर हिन्दू शेयर कर एक एक मोबाइल एक एक लैपटॉप तक पंहुचा, मीडिया नहीं है इस घटना पर हमे खुद देश को बताना होगा दैनिक भारत का साथ दो
",Overtly Aggressive,"
Communal Aggression 
"
facebook_corpus_msr_1351270,"
gupta yash ji. aap apne dil par hath rakh kar btaao. keya ye sachhi bat hai. yad rakhna tom jetna afwaah failao ge tom utne hi be value hojauge. afwaah se bhot din tak sashan nahi kiya jasakta.
",Overtly Aggressive,"
General Non-threatening Aggression 
"
facebook_corpus_msr_1351271,"
Hahahaha. Nice story
",Covertly Aggressive,"
General Non-threatening Aggression 
"
facebook_corpus_msr_1351272,"
mere pas photo bhi h bhai pr koi option nhi h post krne ka
",Non Aggressive,"
- 
"
facebook_corpus_msr_1351273,"
s
",Non Aggressive,"
- 
"
facebook_corpus_msr_872349,"
आज आप बिग बॉस के घर में मोनालिसा और विक्रांत की शादी होते हुए देखेंगे. यह पल बिग बॉस के 10 सीजनों के इतिहास में ऐसा पहली बार होने जा रहा है. #BiggBoss10 #MonalisaWedding
",Non Aggressive,"
- 
"
facebook_corpus_msr_872350,"
Mona liza ko hindu ladke psnd h is liye or ek bat hindu ladke sadi krke nibhate h sari Muslim ladkiya dhyan do
",Overtly Aggressive,"
Communal Aggression 
"
facebook_corpus_msr_872351,"
जैसे मोदी जी ने अपनी शादी को निभाया है
",Covertly Aggressive,"
Communal Aggression 
"
facebook_corpus_msr_872352,"
Drama
",Covertly Aggressive,"
General Non-threatening Aggression 
"
facebook_corpus_msr_872353,"
Sara khan ki bhi to hui thi
",Covertly Aggressive,"
Communal Aggression 
"
facebook_corpus_msr_872354,"
bakbaas prgm
",Overtly Aggressive,"
Curse/Abuse 
"
facebook_corpus_msr_1125819,"
क्या आप भगत सिंह बनना चाहेंगे? क्यों कहा जाता है कि सब चाहते हैं कि पड़ोसी के घर में भगत सिंह पैदा हों, हमारे घर में नहीं. क्यों किसी को भगत सिंह ही बनना चाहिए? क्या हम भगत सिंह को ठीक से जानते भी हैं? कोई भगत सिंह कैसे बनता होगा, फांसी पर चढ़ जाने से या अपने विचारों की यात्रा से...
",Covertly Aggressive,"
General Non-threatening Aggression 
"
facebook_corpus_msr_1125820,"
है भगवान मुजे भगत सिंह जैसा बना या मत बना लेकिन रविश महोदय मत बनने देना? जय हिन्द जय भगत सिंह  वंदे मातरम
",Covertly Aggressive,"
General Non-threatening Aggression 
"
facebook_corpus_msr_1125821,"
Very good analysis Mr. Ravish kumar.Bhagat Singh ko samajh gaye to to deemag kee sari windows khul jayengi.
",Overtly Aggressive,"
Curse/Abuse 
"
